"Notes"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Zavala County, TX"	"48507"	"Methadone"	"T40.3"	Suppressed	142684	Suppressed
	"Zavala County, TX"	"48507"	"Other synthetic narcotics"	"T40.4"	Suppressed	142684	Suppressed
	"Beaver County, UT"	"49001"	"Heroin"	"T40.1"	Suppressed	77359	Suppressed
	"Beaver County, UT"	"49001"	"Other opioids"	"T40.2"	Suppressed	77359	Suppressed
	"Beaver County, UT"	"49001"	"Methadone"	"T40.3"	Suppressed	77359	Suppressed
	"Beaver County, UT"	"49001"	"Other synthetic narcotics"	"T40.4"	Suppressed	77359	Suppressed
	"Box Elder County, UT"	"49003"	"Heroin"	"T40.1"	Suppressed	603013	Suppressed
	"Box Elder County, UT"	"49003"	"Other opioids"	"T40.2"	49	603013	8.1
	"Box Elder County, UT"	"49003"	"Methadone"	"T40.3"	10	603013	Unreliable
	"Box Elder County, UT"	"49003"	"Other synthetic narcotics"	"T40.4"	10	603013	Unreliable
	"Cache County, UT"	"49005"	"Heroin"	"T40.1"	13	1368076	Unreliable
	"Cache County, UT"	"49005"	"Other opioids"	"T40.2"	76	1368076	5.6
	"Cache County, UT"	"49005"	"Methadone"	"T40.3"	10	1368076	Unreliable
	"Cache County, UT"	"49005"	"Other synthetic narcotics"	"T40.4"	21	1368076	1.5
	"Carbon County, UT"	"49007"	"Heroin"	"T40.1"	11	249153	Unreliable
	"Carbon County, UT"	"49007"	"Other opioids"	"T40.2"	70	249153	28.1
	"Carbon County, UT"	"49007"	"Methadone"	"T40.3"	16	249153	Unreliable
	"Carbon County, UT"	"49007"	"Other synthetic narcotics"	"T40.4"	14	249153	Unreliable
	"Daggett County, UT"	"49009"	"Heroin"	"T40.1"	Suppressed	12770	Suppressed
	"Daggett County, UT"	"49009"	"Other opioids"	"T40.2"	Suppressed	12770	Suppressed
	"Daggett County, UT"	"49009"	"Methadone"	"T40.3"	Suppressed	12770	Suppressed
	"Daggett County, UT"	"49009"	"Other synthetic narcotics"	"T40.4"	Suppressed	12770	Suppressed
	"Davis County, UT"	"49011"	"Heroin"	"T40.1"	86	3776648	2.3
	"Davis County, UT"	"49011"	"Other opioids"	"T40.2"	311	3776648	8.2
	"Davis County, UT"	"49011"	"Methadone"	"T40.3"	56	3776648	1.5
	"Davis County, UT"	"49011"	"Other synthetic narcotics"	"T40.4"	60	3776648	1.6
	"Duchesne County, UT"	"49013"	"Heroin"	"T40.1"	Suppressed	227074	Suppressed
	"Duchesne County, UT"	"49013"	"Other opioids"	"T40.2"	18	227074	Unreliable
	"Duchesne County, UT"	"49013"	"Methadone"	"T40.3"	Suppressed	227074	Suppressed
	"Duchesne County, UT"	"49013"	"Other synthetic narcotics"	"T40.4"	Suppressed	227074	Suppressed
	"Emery County, UT"	"49015"	"Heroin"	"T40.1"	Suppressed	127543	Suppressed
	"Emery County, UT"	"49015"	"Other opioids"	"T40.2"	29	127543	22.7
	"Emery County, UT"	"49015"	"Methadone"	"T40.3"	Suppressed	127543	Suppressed
	"Emery County, UT"	"49015"	"Other synthetic narcotics"	"T40.4"	Suppressed	127543	Suppressed
	"Garfield County, UT"	"49017"	"Heroin"	"T40.1"	Suppressed	60189	Suppressed
	"Garfield County, UT"	"49017"	"Other opioids"	"T40.2"	Suppressed	60189	Suppressed
	"Garfield County, UT"	"49017"	"Methadone"	"T40.3"	Suppressed	60189	Suppressed
	"Garfield County, UT"	"49017"	"Other synthetic narcotics"	"T40.4"	Suppressed	60189	Suppressed
	"Grand County, UT"	"49019"	"Heroin"	"T40.1"	Suppressed	111076	Suppressed
	"Grand County, UT"	"49019"	"Other opioids"	"T40.2"	Suppressed	111076	Suppressed
	"Grand County, UT"	"49019"	"Methadone"	"T40.3"	Suppressed	111076	Suppressed
	"Grand County, UT"	"49019"	"Other synthetic narcotics"	"T40.4"	Suppressed	111076	Suppressed
	"Iron County, UT"	"49021"	"Heroin"	"T40.1"	Suppressed	558893	Suppressed
	"Iron County, UT"	"49021"	"Other opioids"	"T40.2"	62	558893	11.1
	"Iron County, UT"	"49021"	"Methadone"	"T40.3"	18	558893	Unreliable
	"Iron County, UT"	"49021"	"Other synthetic narcotics"	"T40.4"	10	558893	Unreliable
	"Juab County, UT"	"49023"	"Heroin"	"T40.1"	Suppressed	123625	Suppressed
	"Juab County, UT"	"49023"	"Other opioids"	"T40.2"	10	123625	Unreliable
	"Juab County, UT"	"49023"	"Methadone"	"T40.3"	Suppressed	123625	Suppressed
	"Juab County, UT"	"49023"	"Other synthetic narcotics"	"T40.4"	Suppressed	123625	Suppressed
	"Kane County, UT"	"49025"	"Heroin"	"T40.1"	Suppressed	85459	Suppressed
	"Kane County, UT"	"49025"	"Other opioids"	"T40.2"	10	85459	Unreliable
	"Kane County, UT"	"49025"	"Methadone"	"T40.3"	Suppressed	85459	Suppressed
	"Kane County, UT"	"49025"	"Other synthetic narcotics"	"T40.4"	Suppressed	85459	Suppressed
	"Millard County, UT"	"49027"	"Heroin"	"T40.1"	Suppressed	149576	Suppressed
	"Millard County, UT"	"49027"	"Other opioids"	"T40.2"	15	149576	Unreliable
	"Millard County, UT"	"49027"	"Methadone"	"T40.3"	Suppressed	149576	Suppressed
	"Millard County, UT"	"49027"	"Other synthetic narcotics"	"T40.4"	Suppressed	149576	Suppressed
	"Morgan County, UT"	"49029"	"Heroin"	"T40.1"	Suppressed	119688	Suppressed
	"Morgan County, UT"	"49029"	"Other opioids"	"T40.2"	Suppressed	119688	Suppressed
	"Morgan County, UT"	"49029"	"Methadone"	"T40.3"	Suppressed	119688	Suppressed
	"Morgan County, UT"	"49029"	"Other synthetic narcotics"	"T40.4"	Suppressed	119688	Suppressed
	"Piute County, UT"	"49031"	"Heroin"	"T40.1"	Suppressed	17861	Suppressed
	"Piute County, UT"	"49031"	"Other opioids"	"T40.2"	Suppressed	17861	Suppressed
	"Piute County, UT"	"49031"	"Methadone"	"T40.3"	Suppressed	17861	Suppressed
	"Piute County, UT"	"49031"	"Other synthetic narcotics"	"T40.4"	Suppressed	17861	Suppressed
	"Rich County, UT"	"49033"	"Heroin"	"T40.1"	Suppressed	27075	Suppressed
	"Rich County, UT"	"49033"	"Other opioids"	"T40.2"	Suppressed	27075	Suppressed
	"Rich County, UT"	"49033"	"Methadone"	"T40.3"	Suppressed	27075	Suppressed
	"Rich County, UT"	"49033"	"Other synthetic narcotics"	"T40.4"	Suppressed	27075	Suppressed
	"Salt Lake County, UT"	"49035"	"Heroin"	"T40.1"	531	12645127	4.2
	"Salt Lake County, UT"	"49035"	"Other opioids"	"T40.2"	1411	12645127	11.2
	"Salt Lake County, UT"	"49035"	"Methadone"	"T40.3"	363	12645127	2.9
	"Salt Lake County, UT"	"49035"	"Other synthetic narcotics"	"T40.4"	257	12645127	2.0
	"San Juan County, UT"	"49037"	"Heroin"	"T40.1"	Suppressed	179440	Suppressed
	"San Juan County, UT"	"49037"	"Other opioids"	"T40.2"	Suppressed	179440	Suppressed
	"San Juan County, UT"	"49037"	"Methadone"	"T40.3"	Suppressed	179440	Suppressed
	"San Juan County, UT"	"49037"	"Other synthetic narcotics"	"T40.4"	Suppressed	179440	Suppressed
	"Sanpete County, UT"	"49039"	"Heroin"	"T40.1"	Suppressed	334019	Suppressed
	"Sanpete County, UT"	"49039"	"Other opioids"	"T40.2"	36	334019	10.8
	"Sanpete County, UT"	"49039"	"Methadone"	"T40.3"	13	334019	Unreliable
	"Sanpete County, UT"	"49039"	"Other synthetic narcotics"	"T40.4"	11	334019	Unreliable
	"Sevier County, UT"	"49041"	"Heroin"	"T40.1"	Suppressed	249122	Suppressed
	"Sevier County, UT"	"49041"	"Other opioids"	"T40.2"	22	249122	8.8
	"Sevier County, UT"	"49041"	"Methadone"	"T40.3"	Suppressed	249122	Suppressed
	"Sevier County, UT"	"49041"	"Other synthetic narcotics"	"T40.4"	12	249122	Unreliable
	"Summit County, UT"	"49043"	"Heroin"	"T40.1"	16	450514	Unreliable
	"Summit County, UT"	"49043"	"Other opioids"	"T40.2"	30	450514	6.7
	"Summit County, UT"	"49043"	"Methadone"	"T40.3"	Suppressed	450514	Suppressed
	"Summit County, UT"	"49043"	"Other synthetic narcotics"	"T40.4"	Suppressed	450514	Suppressed
	"Tooele County, UT"	"49045"	"Heroin"	"T40.1"	27	713446	3.8
	"Tooele County, UT"	"49045"	"Other opioids"	"T40.2"	92	713446	12.9
	"Tooele County, UT"	"49045"	"Methadone"	"T40.3"	19	713446	Unreliable
	"Tooele County, UT"	"49045"	"Other synthetic narcotics"	"T40.4"	12	713446	Unreliable
	"Uintah County, UT"	"49047"	"Heroin"	"T40.1"	Suppressed	404670	Suppressed
	"Uintah County, UT"	"49047"	"Other opioids"	"T40.2"	34	404670	8.4
	"Uintah County, UT"	"49047"	"Methadone"	"T40.3"	Suppressed	404670	Suppressed
	"Uintah County, UT"	"49047"	"Other synthetic narcotics"	"T40.4"	11	404670	Unreliable
	"Utah County, UT"	"49049"	"Heroin"	"T40.1"	198	6384647	3.1
	"Utah County, UT"	"49049"	"Other opioids"	"T40.2"	585	6384647	9.2
	"Utah County, UT"	"49049"	"Methadone"	"T40.3"	110	6384647	1.7
	"Utah County, UT"	"49049"	"Other synthetic narcotics"	"T40.4"	110	6384647	1.7
	"Wasatch County, UT"	"49051"	"Heroin"	"T40.1"	Suppressed	306340	Suppressed
	"Wasatch County, UT"	"49051"	"Other opioids"	"T40.2"	21	306340	6.9
	"Wasatch County, UT"	"49051"	"Methadone"	"T40.3"	Suppressed	306340	Suppressed
	"Wasatch County, UT"	"49051"	"Other synthetic narcotics"	"T40.4"	Suppressed	306340	Suppressed
	"Washington County, UT"	"49053"	"Heroin"	"T40.1"	48	1737560	2.8
	"Washington County, UT"	"49053"	"Other opioids"	"T40.2"	159	1737560	9.2
	"Washington County, UT"	"49053"	"Methadone"	"T40.3"	54	1737560	3.1
	"Washington County, UT"	"49053"	"Other synthetic narcotics"	"T40.4"	27	1737560	1.6
	"Wayne County, UT"	"49055"	"Heroin"	"T40.1"	Suppressed	32596	Suppressed
	"Wayne County, UT"	"49055"	"Other opioids"	"T40.2"	Suppressed	32596	Suppressed
	"Wayne County, UT"	"49055"	"Methadone"	"T40.3"	Suppressed	32596	Suppressed
	"Wayne County, UT"	"49055"	"Other synthetic narcotics"	"T40.4"	Suppressed	32596	Suppressed
	"Weber County, UT"	"49057"	"Heroin"	"T40.1"	109	2806281	3.9
	"Weber County, UT"	"49057"	"Other opioids"	"T40.2"	353	2806281	12.6
	"Weber County, UT"	"49057"	"Methadone"	"T40.3"	55	2806281	2.0
	"Weber County, UT"	"49057"	"Other synthetic narcotics"	"T40.4"	74	2806281	2.6
	"Addison County, VT"	"50001"	"Heroin"	"T40.1"	Suppressed	442274	Suppressed
	"Addison County, VT"	"50001"	"Other opioids"	"T40.2"	15	442274	Unreliable
	"Addison County, VT"	"50001"	"Methadone"	"T40.3"	Suppressed	442274	Suppressed
	"Addison County, VT"	"50001"	"Other synthetic narcotics"	"T40.4"	16	442274	Unreliable
	"Bennington County, VT"	"50003"	"Heroin"	"T40.1"	10	440521	Unreliable
	"Bennington County, VT"	"50003"	"Other opioids"	"T40.2"	16	440521	Unreliable
	"Bennington County, VT"	"50003"	"Methadone"	"T40.3"	Suppressed	440521	Suppressed
	"Bennington County, VT"	"50003"	"Other synthetic narcotics"	"T40.4"	11	440521	Unreliable
	"Caledonia County, VT"	"50005"	"Heroin"	"T40.1"	Suppressed	371799	Suppressed
	"Caledonia County, VT"	"50005"	"Other opioids"	"T40.2"	Suppressed	371799	Suppressed
	"Caledonia County, VT"	"50005"	"Methadone"	"T40.3"	13	371799	Unreliable
	"Caledonia County, VT"	"50005"	"Other synthetic narcotics"	"T40.4"	Suppressed	371799	Suppressed
	"Chittenden County, VT"	"50007"	"Heroin"	"T40.1"	56	1894809	3.0
	"Chittenden County, VT"	"50007"	"Other opioids"	"T40.2"	73	1894809	3.9
	"Chittenden County, VT"	"50007"	"Methadone"	"T40.3"	33	1894809	1.7
	"Chittenden County, VT"	"50007"	"Other synthetic narcotics"	"T40.4"	69	1894809	3.6
	"Essex County, VT"	"50009"	"Heroin"	"T40.1"	Suppressed	75225	Suppressed
	"Essex County, VT"	"50009"	"Other opioids"	"T40.2"	Suppressed	75225	Suppressed
	"Essex County, VT"	"50009"	"Methadone"	"T40.3"	Suppressed	75225	Suppressed
	"Essex County, VT"	"50009"	"Other synthetic narcotics"	"T40.4"	Suppressed	75225	Suppressed
	"Franklin County, VT"	"50011"	"Heroin"	"T40.1"	12	577677	Unreliable
	"Franklin County, VT"	"50011"	"Other opioids"	"T40.2"	35	577677	6.1
	"Franklin County, VT"	"50011"	"Methadone"	"T40.3"	14	577677	Unreliable
	"Franklin County, VT"	"50011"	"Other synthetic narcotics"	"T40.4"	26	577677	4.5
	"Grand Isle County, VT"	"50013"	"Heroin"	"T40.1"	Suppressed	84201	Suppressed
	"Grand Isle County, VT"	"50013"	"Other opioids"	"T40.2"	Suppressed	84201	Suppressed
	"Grand Isle County, VT"	"50013"	"Methadone"	"T40.3"	Suppressed	84201	Suppressed
	"Grand Isle County, VT"	"50013"	"Other synthetic narcotics"	"T40.4"	Suppressed	84201	Suppressed
	"Lamoille County, VT"	"50015"	"Heroin"	"T40.1"	Suppressed	295772	Suppressed
	"Lamoille County, VT"	"50015"	"Other opioids"	"T40.2"	Suppressed	295772	Suppressed
	"Lamoille County, VT"	"50015"	"Methadone"	"T40.3"	Suppressed	295772	Suppressed
	"Lamoille County, VT"	"50015"	"Other synthetic narcotics"	"T40.4"	15	295772	Unreliable
	"Orange County, VT"	"50017"	"Heroin"	"T40.1"	11	347797	Unreliable
	"Orange County, VT"	"50017"	"Other opioids"	"T40.2"	13	347797	Unreliable
	"Orange County, VT"	"50017"	"Methadone"	"T40.3"	Suppressed	347797	Suppressed
	"Orange County, VT"	"50017"	"Other synthetic narcotics"	"T40.4"	10	347797	Unreliable
	"Orleans County, VT"	"50019"	"Heroin"	"T40.1"	Suppressed	325618	Suppressed
	"Orleans County, VT"	"50019"	"Other opioids"	"T40.2"	13	325618	Unreliable
	"Orleans County, VT"	"50019"	"Methadone"	"T40.3"	13	325618	Unreliable
	"Orleans County, VT"	"50019"	"Other synthetic narcotics"	"T40.4"	12	325618	Unreliable
	"Rutland County, VT"	"50021"	"Heroin"	"T40.1"	36	732467	4.9
	"Rutland County, VT"	"50021"	"Other opioids"	"T40.2"	32	732467	4.4
	"Rutland County, VT"	"50021"	"Methadone"	"T40.3"	17	732467	Unreliable
	"Rutland County, VT"	"50021"	"Other synthetic narcotics"	"T40.4"	39	732467	5.3
	"Washington County, VT"	"50023"	"Heroin"	"T40.1"	Suppressed	709668	Suppressed
	"Washington County, VT"	"50023"	"Other opioids"	"T40.2"	22	709668	3.1
	"Washington County, VT"	"50023"	"Methadone"	"T40.3"	28	709668	3.9
	"Washington County, VT"	"50023"	"Other synthetic narcotics"	"T40.4"	22	709668	3.1
	"Windham County, VT"	"50025"	"Heroin"	"T40.1"	16	527417	Unreliable
	"Windham County, VT"	"50025"	"Other opioids"	"T40.2"	35	527417	6.6
	"Windham County, VT"	"50025"	"Methadone"	"T40.3"	Suppressed	527417	Suppressed
	"Windham County, VT"	"50025"	"Other synthetic narcotics"	"T40.4"	18	527417	Unreliable
	"Windsor County, VT"	"50027"	"Heroin"	"T40.1"	24	675764	3.6
	"Windsor County, VT"	"50027"	"Other opioids"	"T40.2"	46	675764	6.8
	"Windsor County, VT"	"50027"	"Methadone"	"T40.3"	20	675764	3.0
	"Windsor County, VT"	"50027"	"Other synthetic narcotics"	"T40.4"	27	675764	4.0
	"Accomack County, VA"	"51001"	"Heroin"	"T40.1"	Suppressed	401605	Suppressed
	"Accomack County, VA"	"51001"	"Other opioids"	"T40.2"	11	401605	Unreliable
	"Accomack County, VA"	"51001"	"Methadone"	"T40.3"	Suppressed	401605	Suppressed
	"Accomack County, VA"	"51001"	"Other synthetic narcotics"	"T40.4"	Suppressed	401605	Suppressed
	"Albemarle County, VA"	"51003"	"Heroin"	"T40.1"	Suppressed	1213559	Suppressed
	"Albemarle County, VA"	"51003"	"Other opioids"	"T40.2"	11	1213559	Unreliable
	"Albemarle County, VA"	"51003"	"Methadone"	"T40.3"	14	1213559	Unreliable
	"Albemarle County, VA"	"51003"	"Other synthetic narcotics"	"T40.4"	13	1213559	Unreliable
	"Alleghany County, VA"	"51005"	"Heroin"	"T40.1"	Suppressed	192834	Suppressed
	"Alleghany County, VA"	"51005"	"Other opioids"	"T40.2"	Suppressed	192834	Suppressed
	"Alleghany County, VA"	"51005"	"Methadone"	"T40.3"	Suppressed	192834	Suppressed
	"Alleghany County, VA"	"51005"	"Other synthetic narcotics"	"T40.4"	11	192834	Unreliable
	"Amelia County, VA"	"51007"	"Heroin"	"T40.1"	Suppressed	152544	Suppressed
	"Amelia County, VA"	"51007"	"Other opioids"	"T40.2"	Suppressed	152544	Suppressed
	"Amelia County, VA"	"51007"	"Methadone"	"T40.3"	Suppressed	152544	Suppressed
	"Amelia County, VA"	"51007"	"Other synthetic narcotics"	"T40.4"	Suppressed	152544	Suppressed
	"Amherst County, VA"	"51009"	"Heroin"	"T40.1"	Suppressed	385518	Suppressed
	"Amherst County, VA"	"51009"	"Other opioids"	"T40.2"	Suppressed	385518	Suppressed
	"Amherst County, VA"	"51009"	"Methadone"	"T40.3"	Suppressed	385518	Suppressed
	"Amherst County, VA"	"51009"	"Other synthetic narcotics"	"T40.4"	Suppressed	385518	Suppressed
	"Appomattox County, VA"	"51011"	"Heroin"	"T40.1"	Suppressed	180493	Suppressed
	"Appomattox County, VA"	"51011"	"Other opioids"	"T40.2"	Suppressed	180493	Suppressed
	"Appomattox County, VA"	"51011"	"Methadone"	"T40.3"	Suppressed	180493	Suppressed
	"Appomattox County, VA"	"51011"	"Other synthetic narcotics"	"T40.4"	Suppressed	180493	Suppressed
	"Arlington County, VA"	"51013"	"Heroin"	"T40.1"	31	2568546	1.2
	"Arlington County, VA"	"51013"	"Other opioids"	"T40.2"	56	2568546	2.2
	"Arlington County, VA"	"51013"	"Methadone"	"T40.3"	12	2568546	Unreliable
	"Arlington County, VA"	"51013"	"Other synthetic narcotics"	"T40.4"	38	2568546	1.5
	"Augusta County, VA"	"51015"	"Heroin"	"T40.1"	Suppressed	885522	Suppressed
	"Augusta County, VA"	"51015"	"Other opioids"	"T40.2"	30	885522	3.4
	"Augusta County, VA"	"51015"	"Methadone"	"T40.3"	29	885522	3.3
	"Augusta County, VA"	"51015"	"Other synthetic narcotics"	"T40.4"	20	885522	2.3
	"Bath County, VA"	"51017"	"Heroin"	"T40.1"	Suppressed	55641	Suppressed
	"Bath County, VA"	"51017"	"Other opioids"	"T40.2"	Suppressed	55641	Suppressed
	"Bath County, VA"	"51017"	"Methadone"	"T40.3"	Suppressed	55641	Suppressed
	"Bath County, VA"	"51017"	"Other synthetic narcotics"	"T40.4"	Suppressed	55641	Suppressed
	"Bedford County, VA"	"51019"	"Heroin"	"T40.1"	Suppressed	857326	Suppressed
	"Bedford County, VA"	"51019"	"Other opioids"	"T40.2"	33	857326	3.8
	"Bedford County, VA"	"51019"	"Methadone"	"T40.3"	11	857326	Unreliable
	"Bedford County, VA"	"51019"	"Other synthetic narcotics"	"T40.4"	31	857326	3.6
	"Bland County, VA"	"51021"	"Heroin"	"T40.1"	Suppressed	80723	Suppressed
	"Bland County, VA"	"51021"	"Other opioids"	"T40.2"	Suppressed	80723	Suppressed
	"Bland County, VA"	"51021"	"Methadone"	"T40.3"	Suppressed	80723	Suppressed
	"Bland County, VA"	"51021"	"Other synthetic narcotics"	"T40.4"	Suppressed	80723	Suppressed
	"Botetourt County, VA"	"51023"	"Heroin"	"T40.1"	Suppressed	396271	Suppressed
	"Botetourt County, VA"	"51023"	"Other opioids"	"T40.2"	Suppressed	396271	Suppressed
	"Botetourt County, VA"	"51023"	"Methadone"	"T40.3"	Suppressed	396271	Suppressed
	"Botetourt County, VA"	"51023"	"Other synthetic narcotics"	"T40.4"	10	396271	Unreliable
	"Brunswick County, VA"	"51025"	"Heroin"	"T40.1"	Suppressed	205436	Suppressed
	"Brunswick County, VA"	"51025"	"Other opioids"	"T40.2"	Suppressed	205436	Suppressed
	"Brunswick County, VA"	"51025"	"Methadone"	"T40.3"	Suppressed	205436	Suppressed
	"Brunswick County, VA"	"51025"	"Other synthetic narcotics"	"T40.4"	Suppressed	205436	Suppressed
	"Buchanan County, VA"	"51027"	"Heroin"	"T40.1"	Suppressed	282993	Suppressed
	"Buchanan County, VA"	"51027"	"Other opioids"	"T40.2"	48	282993	17.0
	"Buchanan County, VA"	"51027"	"Methadone"	"T40.3"	24	282993	8.5
	"Buchanan County, VA"	"51027"	"Other synthetic narcotics"	"T40.4"	18	282993	Unreliable
	"Buckingham County, VA"	"51029"	"Heroin"	"T40.1"	Suppressed	203957	Suppressed
	"Buckingham County, VA"	"51029"	"Other opioids"	"T40.2"	Suppressed	203957	Suppressed
	"Buckingham County, VA"	"51029"	"Methadone"	"T40.3"	Suppressed	203957	Suppressed
	"Buckingham County, VA"	"51029"	"Other synthetic narcotics"	"T40.4"	Suppressed	203957	Suppressed
	"Campbell County, VA"	"51031"	"Heroin"	"T40.1"	Suppressed	656153	Suppressed
	"Campbell County, VA"	"51031"	"Other opioids"	"T40.2"	14	656153	Unreliable
	"Campbell County, VA"	"51031"	"Methadone"	"T40.3"	Suppressed	656153	Suppressed
	"Campbell County, VA"	"51031"	"Other synthetic narcotics"	"T40.4"	20	656153	3.0
	"Caroline County, VA"	"51033"	"Heroin"	"T40.1"	11	346478	Unreliable
	"Caroline County, VA"	"51033"	"Other opioids"	"T40.2"	15	346478	Unreliable
	"Caroline County, VA"	"51033"	"Methadone"	"T40.3"	Suppressed	346478	Suppressed
	"Caroline County, VA"	"51033"	"Other synthetic narcotics"	"T40.4"	12	346478	Unreliable
	"Carroll County, VA"	"51035"	"Heroin"	"T40.1"	Suppressed	358237	Suppressed
	"Carroll County, VA"	"51035"	"Other opioids"	"T40.2"	25	358237	7.0
	"Carroll County, VA"	"51035"	"Methadone"	"T40.3"	Suppressed	358237	Suppressed
	"Carroll County, VA"	"51035"	"Other synthetic narcotics"	"T40.4"	Suppressed	358237	Suppressed
	"Charles City County, VA"	"51036"	"Heroin"	"T40.1"	Suppressed	85674	Suppressed
	"Charles City County, VA"	"51036"	"Other opioids"	"T40.2"	Suppressed	85674	Suppressed
	"Charles City County, VA"	"51036"	"Methadone"	"T40.3"	Suppressed	85674	Suppressed
	"Charles City County, VA"	"51036"	"Other synthetic narcotics"	"T40.4"	Suppressed	85674	Suppressed
	"Charlotte County, VA"	"51037"	"Heroin"	"T40.1"	Suppressed	149127	Suppressed
	"Charlotte County, VA"	"51037"	"Other opioids"	"T40.2"	Suppressed	149127	Suppressed
	"Charlotte County, VA"	"51037"	"Methadone"	"T40.3"	Suppressed	149127	Suppressed
	"Charlotte County, VA"	"51037"	"Other synthetic narcotics"	"T40.4"	Suppressed	149127	Suppressed
	"Chesterfield County, VA"	"51041"	"Heroin"	"T40.1"	141	3864973	3.6
	"Chesterfield County, VA"	"51041"	"Other opioids"	"T40.2"	88	3864973	2.3
	"Chesterfield County, VA"	"51041"	"Methadone"	"T40.3"	50	3864973	1.3
	"Chesterfield County, VA"	"51041"	"Other synthetic narcotics"	"T40.4"	106	3864973	2.7
	"Clarke County, VA"	"51043"	"Heroin"	"T40.1"	Suppressed	170646	Suppressed
	"Clarke County, VA"	"51043"	"Other opioids"	"T40.2"	Suppressed	170646	Suppressed
	"Clarke County, VA"	"51043"	"Methadone"	"T40.3"	Suppressed	170646	Suppressed
	"Clarke County, VA"	"51043"	"Other synthetic narcotics"	"T40.4"	Suppressed	170646	Suppressed
	"Craig County, VA"	"51045"	"Heroin"	"T40.1"	Suppressed	62034	Suppressed
	"Craig County, VA"	"51045"	"Other opioids"	"T40.2"	Suppressed	62034	Suppressed
	"Craig County, VA"	"51045"	"Methadone"	"T40.3"	Suppressed	62034	Suppressed
	"Craig County, VA"	"51045"	"Other synthetic narcotics"	"T40.4"	Suppressed	62034	Suppressed
	"Culpeper County, VA"	"51047"	"Heroin"	"T40.1"	43	572440	7.5
	"Culpeper County, VA"	"51047"	"Other opioids"	"T40.2"	34	572440	5.9
	"Culpeper County, VA"	"51047"	"Methadone"	"T40.3"	Suppressed	572440	Suppressed
