county,state,county-code,multiple-cause-of-death,multiple-cause-of-death-code,deaths,population,crude-rate
Hanover County,Virginia,51085,Heroin,T40.1,53,1213573,4.4
Hanover County,Virginia,51085,Other opioids,T40.2,15,1213573,Unreliable
Hanover County,Virginia,51085,Methadone,T40.3,13,1213573,Unreliable
Hanover County,Virginia,51085,Other synthetic narcotics,T40.4,33,1213573,2.7
Henrico County,Virginia,51087,Heroin,T40.1,154,3745230,4.1
Henrico County,Virginia,51087,Other opioids,T40.2,80,3745230,2.1
Henrico County,Virginia,51087,Methadone,T40.3,44,3745230,1.2
Henrico County,Virginia,51087,Other synthetic narcotics,T40.4,109,3745230,2.9
Henry County,Virginia,51089,Heroin,T40.1,Suppressed,640335,Suppressed
Henry County,Virginia,51089,Other opioids,T40.2,49,640335,7.7
Henry County,Virginia,51089,Methadone,T40.3,40,640335,6.2
Henry County,Virginia,51089,Other synthetic narcotics,T40.4,19,640335,Unreliable
Highland County,Virginia,51091,Heroin,T40.1,Suppressed,27607,Suppressed
Highland County,Virginia,51091,Other opioids,T40.2,Suppressed,27607,Suppressed
Highland County,Virginia,51091,Methadone,T40.3,Suppressed,27607,Suppressed
Highland County,Virginia,51091,Other synthetic narcotics,T40.4,Suppressed,27607,Suppressed
Isle of Wight County,Virginia,51093,Heroin,T40.1,13,425672,Unreliable
Isle of Wight County,Virginia,51093,Other opioids,T40.2,12,425672,Unreliable
Isle of Wight County,Virginia,51093,Methadone,T40.3,Suppressed,425672,Suppressed
Isle of Wight County,Virginia,51093,Other synthetic narcotics,T40.4,Suppressed,425672,Suppressed
James City County,Virginia,51095,Heroin,T40.1,Suppressed,825044,Suppressed
James City County,Virginia,51095,Other opioids,T40.2,18,825044,Unreliable
James City County,Virginia,51095,Methadone,T40.3,11,825044,Unreliable
James City County,Virginia,51095,Other synthetic narcotics,T40.4,Suppressed,825044,Suppressed
King and Queen County,Virginia,51097,Heroin,T40.1,Suppressed,84285,Suppressed
King and Queen County,Virginia,51097,Other opioids,T40.2,Suppressed,84285,Suppressed
King and Queen County,Virginia,51097,Methadone,T40.3,Suppressed,84285,Suppressed
King and Queen County,Virginia,51097,Other synthetic narcotics,T40.4,Suppressed,84285,Suppressed
King George County,Virginia,51099,Heroin,T40.1,11,290672,Unreliable
King George County,Virginia,51099,Other opioids,T40.2,15,290672,Unreliable
King George County,Virginia,51099,Methadone,T40.3,Suppressed,290672,Suppressed
King George County,Virginia,51099,Other synthetic narcotics,T40.4,16,290672,Unreliable
King William County,Virginia,51101,Heroin,T40.1,Suppressed,191033,Suppressed
King William County,Virginia,51101,Other opioids,T40.2,Suppressed,191033,Suppressed
King William County,Virginia,51101,Methadone,T40.3,Suppressed,191033,Suppressed
King William County,Virginia,51101,Other synthetic narcotics,T40.4,Suppressed,191033,Suppressed
Lancaster County,Virginia,51103,Heroin,T40.1,Suppressed,134834,Suppressed
Lancaster County,Virginia,51103,Other opioids,T40.2,Suppressed,134834,Suppressed
Lancaster County,Virginia,51103,Methadone,T40.3,Suppressed,134834,Suppressed
Lancaster County,Virginia,51103,Other synthetic narcotics,T40.4,Suppressed,134834,Suppressed
Lee County,Virginia,51105,Heroin,T40.1,Suppressed,300613,Suppressed
Lee County,Virginia,51105,Other opioids,T40.2,29,300613,9.6
Lee County,Virginia,51105,Methadone,T40.3,Suppressed,300613,Suppressed
Lee County,Virginia,51105,Other synthetic narcotics,T40.4,11,300613,Unreliable
Loudoun County,Virginia,51107,Heroin,T40.1,53,3990126,1.3
Loudoun County,Virginia,51107,Other opioids,T40.2,77,3990126,1.9
Loudoun County,Virginia,51107,Methadone,T40.3,21,3990126,0.5
Loudoun County,Virginia,51107,Other synthetic narcotics,T40.4,52,3990126,1.3
Louisa County,Virginia,51109,Heroin,T40.1,Suppressed,401946,Suppressed
Louisa County,Virginia,51109,Other opioids,T40.2,Suppressed,401946,Suppressed
Louisa County,Virginia,51109,Methadone,T40.3,10,401946,Unreliable
Louisa County,Virginia,51109,Other synthetic narcotics,T40.4,15,401946,Unreliable
Lunenburg County,Virginia,51111,Heroin,T40.1,Suppressed,152093,Suppressed
Lunenburg County,Virginia,51111,Other opioids,T40.2,Suppressed,152093,Suppressed
Lunenburg County,Virginia,51111,Methadone,T40.3,Suppressed,152093,Suppressed
Lunenburg County,Virginia,51111,Other synthetic narcotics,T40.4,Suppressed,152093,Suppressed
Madison County,Virginia,51113,Heroin,T40.1,Suppressed,158933,Suppressed
Madison County,Virginia,51113,Other opioids,T40.2,Suppressed,158933,Suppressed
Madison County,Virginia,51113,Methadone,T40.3,Suppressed,158933,Suppressed
Madison County,Virginia,51113,Other synthetic narcotics,T40.4,Suppressed,158933,Suppressed
Mathews County,Virginia,51115,Heroin,T40.1,Suppressed,107031,Suppressed
Mathews County,Virginia,51115,Other opioids,T40.2,Suppressed,107031,Suppressed
Mathews County,Virginia,51115,Methadone,T40.3,Suppressed,107031,Suppressed
Mathews County,Virginia,51115,Other synthetic narcotics,T40.4,Suppressed,107031,Suppressed
Mecklenburg County,Virginia,51117,Heroin,T40.1,Suppressed,383575,Suppressed
Mecklenburg County,Virginia,51117,Other opioids,T40.2,10,383575,Unreliable
Mecklenburg County,Virginia,51117,Methadone,T40.3,Suppressed,383575,Suppressed
Mecklenburg County,Virginia,51117,Other synthetic narcotics,T40.4,Suppressed,383575,Suppressed
Middlesex County,Virginia,51119,Heroin,T40.1,Suppressed,129332,Suppressed
Middlesex County,Virginia,51119,Other opioids,T40.2,Suppressed,129332,Suppressed
Middlesex County,Virginia,51119,Methadone,T40.3,Suppressed,129332,Suppressed
Middlesex County,Virginia,51119,Other synthetic narcotics,T40.4,Suppressed,129332,Suppressed
Montgomery County,Virginia,51121,Heroin,T40.1,Suppressed,1140299,Suppressed
Montgomery County,Virginia,51121,Other opioids,T40.2,35,1140299,3.1
Montgomery County,Virginia,51121,Methadone,T40.3,32,1140299,2.8
Montgomery County,Virginia,51121,Other synthetic narcotics,T40.4,28,1140299,2.5
Nelson County,Virginia,51125,Heroin,T40.1,Suppressed,179122,Suppressed
Nelson County,Virginia,51125,Other opioids,T40.2,Suppressed,179122,Suppressed
Nelson County,Virginia,51125,Methadone,T40.3,Suppressed,179122,Suppressed
Nelson County,Virginia,51125,Other synthetic narcotics,T40.4,Suppressed,179122,Suppressed
New Kent County,Virginia,51127,Heroin,T40.1,Suppressed,228888,Suppressed
New Kent County,Virginia,51127,Other opioids,T40.2,Suppressed,228888,Suppressed
New Kent County,Virginia,51127,Methadone,T40.3,Suppressed,228888,Suppressed
New Kent County,Virginia,51127,Other synthetic narcotics,T40.4,Suppressed,228888,Suppressed
Northampton County,Virginia,51131,Heroin,T40.1,Suppressed,147849,Suppressed
Northampton County,Virginia,51131,Other opioids,T40.2,Suppressed,147849,Suppressed
Northampton County,Virginia,51131,Methadone,T40.3,Suppressed,147849,Suppressed
Northampton County,Virginia,51131,Other synthetic narcotics,T40.4,Suppressed,147849,Suppressed
Northumberland County,Virginia,51133,Heroin,T40.1,Suppressed,148088,Suppressed
Northumberland County,Virginia,51133,Other opioids,T40.2,Suppressed,148088,Suppressed
Northumberland County,Virginia,51133,Methadone,T40.3,Suppressed,148088,Suppressed
Northumberland County,Virginia,51133,Other synthetic narcotics,T40.4,Suppressed,148088,Suppressed
Nottoway County,Virginia,51135,Heroin,T40.1,Suppressed,188836,Suppressed
Nottoway County,Virginia,51135,Other opioids,T40.2,Suppressed,188836,Suppressed
Nottoway County,Virginia,51135,Methadone,T40.3,Suppressed,188836,Suppressed
Nottoway County,Virginia,51135,Other synthetic narcotics,T40.4,Suppressed,188836,Suppressed
Orange County,Virginia,51137,Heroin,T40.1,19,408488,Unreliable
Orange County,Virginia,51137,Other opioids,T40.2,28,408488,6.9
Orange County,Virginia,51137,Methadone,T40.3,13,408488,Unreliable
Orange County,Virginia,51137,Other synthetic narcotics,T40.4,22,408488,5.4
Page County,Virginia,51139,Heroin,T40.1,Suppressed,287226,Suppressed
Page County,Virginia,51139,Other opioids,T40.2,17,287226,Unreliable
Page County,Virginia,51139,Methadone,T40.3,13,287226,Unreliable
Page County,Virginia,51139,Other synthetic narcotics,T40.4,10,287226,Unreliable
Patrick County,Virginia,51141,Heroin,T40.1,Suppressed,220349,Suppressed
Patrick County,Virginia,51141,Other opioids,T40.2,17,220349,Unreliable
Patrick County,Virginia,51141,Methadone,T40.3,Suppressed,220349,Suppressed
Patrick County,Virginia,51141,Other synthetic narcotics,T40.4,10,220349,Unreliable
Pittsylvania County,Virginia,51143,Heroin,T40.1,Suppressed,751352,Suppressed
Pittsylvania County,Virginia,51143,Other opioids,T40.2,23,751352,3.1
Pittsylvania County,Virginia,51143,Methadone,T40.3,20,751352,2.7
Pittsylvania County,Virginia,51143,Other synthetic narcotics,T40.4,14,751352,Unreliable
Powhatan County,Virginia,51145,Heroin,T40.1,Suppressed,336780,Suppressed
Powhatan County,Virginia,51145,Other opioids,T40.2,Suppressed,336780,Suppressed
Powhatan County,Virginia,51145,Methadone,T40.3,Suppressed,336780,Suppressed
Powhatan County,Virginia,51145,Other synthetic narcotics,T40.4,10,336780,Unreliable
Prince Edward County,Virginia,51147,Heroin,T40.1,Suppressed,274856,Suppressed
Prince Edward County,Virginia,51147,Other opioids,T40.2,Suppressed,274856,Suppressed
Prince Edward County,Virginia,51147,Methadone,T40.3,Suppressed,274856,Suppressed
Prince Edward County,Virginia,51147,Other synthetic narcotics,T40.4,Suppressed,274856,Suppressed
Prince George County,Virginia,51149,Heroin,T40.1,Suppressed,437251,Suppressed
Prince George County,Virginia,51149,Other opioids,T40.2,13,437251,Unreliable
Prince George County,Virginia,51149,Methadone,T40.3,Suppressed,437251,Suppressed
Prince George County,Virginia,51149,Other synthetic narcotics,T40.4,Suppressed,437251,Suppressed
Prince William County,Virginia,51153,Heroin,T40.1,93,4996892,1.9
Prince William County,Virginia,51153,Other opioids,T40.2,150,4996892,3
Prince William County,Virginia,51153,Methadone,T40.3,41,4996892,0.8
Prince William County,Virginia,51153,Other synthetic narcotics,T40.4,115,4996892,2.3
Pulaski County,Virginia,51155,Heroin,T40.1,Suppressed,415751,Suppressed
Pulaski County,Virginia,51155,Other opioids,T40.2,38,415751,9.1
Pulaski County,Virginia,51155,Methadone,T40.3,34,415751,8.2
Pulaski County,Virginia,51155,Other synthetic narcotics,T40.4,19,415751,Unreliable
Rappahannock County,Virginia,51157,Heroin,T40.1,Suppressed,88703,Suppressed
Rappahannock County,Virginia,51157,Other opioids,T40.2,Suppressed,88703,Suppressed
Rappahannock County,Virginia,51157,Methadone,T40.3,Suppressed,88703,Suppressed
Rappahannock County,Virginia,51157,Other synthetic narcotics,T40.4,Suppressed,88703,Suppressed
Richmond County,Virginia,51159,Heroin,T40.1,Suppressed,109400,Suppressed
Richmond County,Virginia,51159,Other opioids,T40.2,Suppressed,109400,Suppressed
Richmond County,Virginia,51159,Methadone,T40.3,Suppressed,109400,Suppressed
Richmond County,Virginia,51159,Other synthetic narcotics,T40.4,Suppressed,109400,Suppressed
Roanoke County,Virginia,51161,Heroin,T40.1,22,1113024,2
Roanoke County,Virginia,51161,Other opioids,T40.2,33,1113024,3
Roanoke County,Virginia,51161,Methadone,T40.3,14,1113024,Unreliable
Roanoke County,Virginia,51161,Other synthetic narcotics,T40.4,41,1113024,3.7
Rockbridge County,Virginia,51163,Heroin,T40.1,Suppressed,267906,Suppressed
Rockbridge County,Virginia,51163,Other opioids,T40.2,Suppressed,267906,Suppressed
Rockbridge County,Virginia,51163,Methadone,T40.3,Suppressed,267906,Suppressed
Rockbridge County,Virginia,51163,Other synthetic narcotics,T40.4,Suppressed,267906,Suppressed
Rockingham County,Virginia,51165,Heroin,T40.1,Suppressed,922969,Suppressed
Rockingham County,Virginia,51165,Other opioids,T40.2,21,922969,2.3
Rockingham County,Virginia,51165,Methadone,T40.3,Suppressed,922969,Suppressed
Rockingham County,Virginia,51165,Other synthetic narcotics,T40.4,11,922969,Unreliable
Russell County,Virginia,51167,Heroin,T40.1,Suppressed,340037,Suppressed
Russell County,Virginia,51167,Other opioids,T40.2,50,340037,14.7
Russell County,Virginia,51167,Methadone,T40.3,22,340037,6.5
Russell County,Virginia,51167,Other synthetic narcotics,T40.4,15,340037,Unreliable
Scott County,Virginia,51169,Heroin,T40.1,Suppressed,273052,Suppressed
Scott County,Virginia,51169,Other opioids,T40.2,17,273052,Unreliable
Scott County,Virginia,51169,Methadone,T40.3,Suppressed,273052,Suppressed
Scott County,Virginia,51169,Other synthetic narcotics,T40.4,Suppressed,273052,Suppressed
Shenandoah County,Virginia,51171,Heroin,T40.1,15,507447,Unreliable
Shenandoah County,Virginia,51171,Other opioids,T40.2,23,507447,4.5
Shenandoah County,Virginia,51171,Methadone,T40.3,17,507447,Unreliable
Shenandoah County,Virginia,51171,Other synthetic narcotics,T40.4,20,507447,3.9
Smyth County,Virginia,51173,Heroin,T40.1,Suppressed,382100,Suppressed
Smyth County,Virginia,51173,Other opioids,T40.2,16,382100,Unreliable
Smyth County,Virginia,51173,Methadone,T40.3,13,382100,Unreliable
Smyth County,Virginia,51173,Other synthetic narcotics,T40.4,11,382100,Unreliable
Southampton County,Virginia,51175,Heroin,T40.1,Suppressed,219402,Suppressed
Southampton County,Virginia,51175,Other opioids,T40.2,Suppressed,219402,Suppressed
Southampton County,Virginia,51175,Methadone,T40.3,Suppressed,219402,Suppressed
Southampton County,Virginia,51175,Other synthetic narcotics,T40.4,Suppressed,219402,Suppressed
Spotsylvania County,Virginia,51177,Heroin,T40.1,58,1502669,3.9
Spotsylvania County,Virginia,51177,Other opioids,T40.2,52,1502669,3.5
Spotsylvania County,Virginia,51177,Methadone,T40.3,15,1502669,Unreliable
Spotsylvania County,Virginia,51177,Other synthetic narcotics,T40.4,40,1502669,2.7
Stafford County,Virginia,51179,Heroin,T40.1,48,1598429,3
Stafford County,Virginia,51179,Other opioids,T40.2,43,1598429,2.7
Stafford County,Virginia,51179,Methadone,T40.3,Suppressed,1598429,Suppressed
Stafford County,Virginia,51179,Other synthetic narcotics,T40.4,36,1598429,2.3
Surry County,Virginia,51181,Heroin,T40.1,Suppressed,82312,Suppressed
Surry County,Virginia,51181,Other opioids,T40.2,Suppressed,82312,Suppressed
Surry County,Virginia,51181,Methadone,T40.3,Suppressed,82312,Suppressed
Surry County,Virginia,51181,Other synthetic narcotics,T40.4,Suppressed,82312,Suppressed
Sussex County,Virginia,51183,Heroin,T40.1,Suppressed,143089,Suppressed
Sussex County,Virginia,51183,Other opioids,T40.2,Suppressed,143089,Suppressed
Sussex County,Virginia,51183,Methadone,T40.3,Suppressed,143089,Suppressed
Sussex County,Virginia,51183,Other synthetic narcotics,T40.4,Suppressed,143089,Suppressed
Tazewell County,Virginia,51185,Heroin,T40.1,Suppressed,526213,Suppressed
Tazewell County,Virginia,51185,Other opioids,T40.2,98,526213,18.6
Tazewell County,Virginia,51185,Methadone,T40.3,24,526213,4.6
Tazewell County,Virginia,51185,Other synthetic narcotics,T40.4,23,526213,4.4
Warren County,Virginia,51187,Heroin,T40.1,26,456425,5.7
Warren County,Virginia,51187,Other opioids,T40.2,30,456425,6.6
Warren County,Virginia,51187,Methadone,T40.3,21,456425,4.6
Warren County,Virginia,51187,Other synthetic narcotics,T40.4,25,456425,5.5
Washington County,Virginia,51191,Heroin,T40.1,Suppressed,654456,Suppressed
Washington County,Virginia,51191,Other opioids,T40.2,42,654456,6.4
Washington County,Virginia,51191,Methadone,T40.3,17,654456,Unreliable
Washington County,Virginia,51191,Other synthetic narcotics,T40.4,13,654456,Unreliable
Westmoreland County,Virginia,51193,Heroin,T40.1,11,209384,Unreliable
Westmoreland County,Virginia,51193,Other opioids,T40.2,Suppressed,209384,Suppressed
Westmoreland County,Virginia,51193,Methadone,T40.3,Suppressed,209384,Suppressed
Westmoreland County,Virginia,51193,Other synthetic narcotics,T40.4,13,209384,Unreliable
Wise County,Virginia,51195,Heroin,T40.1,Suppressed,488008,Suppressed
Wise County,Virginia,51195,Other opioids,T40.2,86,488008,17.6
Wise County,Virginia,51195,Methadone,T40.3,12,488008,Unreliable
Wise County,Virginia,51195,Other synthetic narcotics,T40.4,34,488008,7
Wythe County,Virginia,51197,Heroin,T40.1,Suppressed,348966,Suppressed
Wythe County,Virginia,51197,Other opioids,T40.2,32,348966,9.2
Wythe County,Virginia,51197,Methadone,T40.3,15,348966,Unreliable
Wythe County,Virginia,51197,Other synthetic narcotics,T40.4,14,348966,Unreliable
York County,Virginia,51199,Heroin,T40.1,14,792670,Unreliable
York County,Virginia,51199,Other opioids,T40.2,15,792670,Unreliable
York County,Virginia,51199,Methadone,T40.3,12,792670,Unreliable
York County,Virginia,51199,Other synthetic narcotics,T40.4,11,792670,Unreliable
Alexandria city,Virginia,51510,Heroin,T40.1,25,1726707,1.4
Alexandria city,Virginia,51510,Other opioids,T40.2,54,1726707,3.1
Alexandria city,Virginia,51510,Methadone,T40.3,21,1726707,1.2
Alexandria city,Virginia,51510,Other synthetic narcotics,T40.4,19,1726707,Unreliable
Bedford city,Virginia,51515,Heroin,T40.1,Suppressed,48955,Suppressed
Bedford city,Virginia,51515,Other opioids,T40.2,Suppressed,48955,Suppressed
Bedford city,Virginia,51515,Methadone,T40.3,Suppressed,48955,Suppressed
Bedford city,Virginia,51515,Other synthetic narcotics,T40.4,Suppressed,48955,Suppressed
Bristol city,Virginia,51520,Heroin,T40.1,Suppressed,209360,Suppressed
Bristol city,Virginia,51520,Other opioids,T40.2,16,209360,Unreliable
Bristol city,Virginia,51520,Methadone,T40.3,Suppressed,209360,Suppressed
Bristol city,Virginia,51520,Other synthetic narcotics,T40.4,Suppressed,209360,Suppressed
Buena Vista city,Virginia,51530,Heroin,T40.1,Suppressed,79311,Suppressed
Buena Vista city,Virginia,51530,Other opioids,T40.2,Suppressed,79311,Suppressed
Buena Vista city,Virginia,51530,Methadone,T40.3,Suppressed,79311,Suppressed
Buena Vista city,Virginia,51530,Other synthetic narcotics,T40.4,Suppressed,79311,Suppressed
Charlottesville city,Virginia,51540,Heroin,T40.1,Suppressed,530200,Suppressed
Charlottesville city,Virginia,51540,Other opioids,T40.2,Suppressed,530200,Suppressed
Charlottesville city,Virginia,51540,Methadone,T40.3,Suppressed,530200,Suppressed
Charlottesville city,Virginia,51540,Other synthetic narcotics,T40.4,Suppressed,530200,Suppressed
Chesapeake city,Virginia,51550,Heroin,T40.1,83,2726739,3
Chesapeake city,Virginia,51550,Other opioids,T40.2,79,2726739,2.9
Chesapeake city,Virginia,51550,Methadone,T40.3,31,2726739,1.1
Chesapeake city,Virginia,51550,Other synthetic narcotics,T40.4,89,2726739,3.3
Clifton Forge city,Virginia,51560,Heroin,T40.1,Missing,Missing,Missing
Clifton Forge city,Virginia,51560,Other opioids,T40.2,Missing,Missing,Missing
Clifton Forge city,Virginia,51560,Methadone,T40.3,Missing,Missing,Missing
Clifton Forge city,Virginia,51560,Other synthetic narcotics,T40.4,Missing,Missing,Missing
Colonial Heights city,Virginia,51570,Heroin,T40.1,12,211095,Unreliable
Colonial Heights city,Virginia,51570,Other opioids,T40.2,Suppressed,211095,Suppressed
